strike_price,call_obid,put_obid,call_close,put_close,put_call_diff,put_call_min
0.5,10006857,10006858,0.2907,0.0002,0.29050000000000004,0.0002
0.55,10006829,10006830,0.254,0.0002,0.2538,0.0002
0.6,10006613,10006614,0.2023,0.0002,0.2021,0.0002
0.65,10006499,10006500,0.1523,0.0004,0.15189999999999998,0.0004
0.7,10006221,10006230,0.1001,0.0022,0.0979,0.0022
0.75,10006222,10006231,0.0546,0.0088,0.0458,0.0088
0.8,10006223,10006232,0.0238,0.0286,0.004799999999999999,0.0238
0.85,10006224,10006233,0.0102,0.0648,0.054599999999999996,0.0102
0.9,10006225,10006234,0.0043,0.108,0.1037,0.0043
0.95,10006226,10006235,0.0017,0.148,0.14629999999999999,0.0017
1.0,10006227,10006236,0.0013,0.1859,0.18460000000000001,0.0013
1.05,10006228,10006237,0.0006,0.2472,0.2466,0.0006
1.1,10006229,10006238,0.0004,0.2936,0.2932,0.0004
1.15,10006267,10006268,0.0001,0.345,0.3449,0.0001
