datetime,vix
2024-06-03 09:31:00,22.685046951924114
2024-06-03 09:32:00,22.95272293251785
2024-06-03 09:33:00,22.867091934557948
2024-06-03 09:34:00,22.861619581860506
2024-06-03 09:35:00,22.892272048974014
2024-06-03 09:36:00,22.99151363176346
2024-06-03 09:37:00,23.046502644642505
2024-06-03 09:38:00,23.001748703611725
2024-06-03 09:39:00,23.049751696682648
2024-06-03 09:40:00,23.12565857165812
2024-06-03 09:41:00,23.19127074274781
2024-06-03 09:42:00,23.19356662172535
2024-06-03 09:43:00,23.202401466652038
2024-06-03 09:44:00,23.049243786568976
2024-06-03 09:45:00,23.070375491229754
2024-06-03 09:46:00,22.974511631227312
2024-06-03 09:47:00,22.869141044153253
2024-06-03 09:48:00,22.871945377868105
2024-06-03 09:49:00,22.87633220455337
2024-06-03 09:50:00,22.884034127868013
2024-06-03 09:51:00,22.82470429822831
2024-06-03 09:52:00,22.682644377638482
2024-06-03 09:53:00,22.730213571392042
2024-06-03 09:54:00,22.72729402969026
2024-06-03 09:55:00,22.741719473679627
2024-06-03 09:56:00,22.748099744343435
2024-06-03 09:57:00,22.45380241726039
2024-06-03 09:58:00,22.509954551705007
2024-06-03 09:59:00,22.571598463306547
2024-06-03 10:00:00,22.56069678933573
2024-06-03 10:01:00,22.58550716593909
2024-06-03 10:02:00,22.61335779514912
2024-06-03 10:03:00,22.600210634477847
2024-06-03 10:04:00,22.31985338081742
2024-06-03 10:05:00,22.238417404435285
2024-06-03 10:06:00,22.29262919169358
2024-06-03 10:07:00,22.300910056831306
2024-06-03 10:08:00,22.296895905491272
2024-06-03 10:09:00,22.365125221213443
2024-06-03 10:10:00,22.352641137931855
2024-06-03 10:11:00,22.264279113932943
2024-06-03 10:12:00,22.267174047783847
2024-06-03 10:13:00,22.353910760833852
2024-06-03 10:14:00,22.354854979711554
2024-06-03 10:15:00,22.332354900607037
2024-06-03 10:16:00,22.343515943934513
2024-06-03 10:17:00,22.318913277475712
2024-06-03 10:18:00,22.396031614444748
2024-06-03 10:19:00,22.392517092692888
2024-06-03 10:20:00,22.419063537178996
2024-06-03 10:21:00,22.410741060323904
2024-06-03 10:22:00,22.46107043259457
2024-06-03 10:23:00,22.46734507224598
2024-06-03 10:24:00,22.45777371161879
2024-06-03 10:25:00,22.487386854103427
2024-06-03 10:26:00,22.46203642952203
2024-06-03 10:27:00,22.469780692671346
2024-06-03 10:28:00,22.50252137375647
2024-06-03 10:29:00,22.39874535851026
2024-06-03 10:30:00,22.373492242896294
2024-06-03 10:31:00,22.411808319100214
2024-06-03 10:32:00,22.417139799761028
2024-06-03 10:33:00,22.38400350886729
2024-06-03 10:34:00,22.434746177842424
2024-06-03 10:35:00,22.44062141977404
2024-06-03 10:36:00,22.430816386949672
2024-06-03 10:37:00,22.416221931788925
2024-06-03 10:38:00,22.4890660673601
2024-06-03 10:39:00,22.646132131677607
2024-06-03 10:40:00,22.642756990263845
2024-06-03 10:41:00,22.640892632442146
2024-06-03 10:42:00,22.639704334282563
2024-06-03 10:43:00,22.63818953775028
2024-06-03 10:44:00,22.583615699663078
2024-06-03 10:45:00,22.577784581161644
2024-06-03 10:46:00,22.598319007967632
2024-06-03 10:47:00,22.597423028972923
2024-06-03 10:48:00,22.64207589512975
2024-06-03 10:49:00,22.641598801686527
2024-06-03 10:50:00,22.66444920854635
2024-06-03 10:51:00,22.689528889114673
2024-06-03 10:52:00,22.633502802102786
2024-06-03 10:53:00,22.645964727390787
2024-06-03 10:54:00,22.607142855175553
2024-06-03 10:55:00,22.6338889581479
2024-06-03 10:56:00,22.681132892299
2024-06-03 10:57:00,22.69543893302595
2024-06-03 10:58:00,22.66930716212546
2024-06-03 10:59:00,22.6620336931951
2024-06-03 11:00:00,22.667714670559448
2024-06-03 11:01:00,22.665454737475365
2024-06-03 11:02:00,22.68264698688617
2024-06-03 11:03:00,22.686068410828515
2024-06-03 11:04:00,22.738749313414107
2024-06-03 11:05:00,22.738491100463257
2024-06-03 11:06:00,22.74504401246544
2024-06-03 11:07:00,22.73153710808533
2024-06-03 11:08:00,22.709696593398824
2024-06-03 11:09:00,22.717046308098652
2024-06-03 11:10:00,22.63178129916258
2024-06-03 11:11:00,22.64234650675982
2024-06-03 11:12:00,22.794927855437713
2024-06-03 11:13:00,22.756571248080473
2024-06-03 11:14:00,22.758844869150934
2024-06-03 11:15:00,22.811620473455328
2024-06-03 11:16:00,22.866269006684174
2024-06-03 11:17:00,21.789551813819845
2024-06-03 11:18:00,21.77802778151402
2024-06-03 11:19:00,21.8090203164007
2024-06-03 11:20:00,21.92863593177264
2024-06-03 11:21:00,21.900162911081704
2024-06-03 11:22:00,21.88209368120247
2024-06-03 11:23:00,21.92558305221332
2024-06-03 11:24:00,21.859721698641827
2024-06-03 11:25:00,21.948037970000318
2024-06-03 11:26:00,21.921366354543547
2024-06-03 11:27:00,21.979045945347444
2024-06-03 11:28:00,22.046588477663654
2024-06-03 11:29:00,22.12417748309631
2024-06-03 11:30:00,22.12819693919374
2024-06-03 13:01:00,22.23673540529522
2024-06-03 13:02:00,22.259011522266757
2024-06-03 13:03:00,22.322358564515802
2024-06-03 13:04:00,22.431623155919148
2024-06-03 13:05:00,22.35253284955869
2024-06-03 13:06:00,22.54077596127814
2024-06-03 13:07:00,22.591637403190816
2024-06-03 13:08:00,22.52163242361519
2024-06-03 13:09:00,22.514557663611896
2024-06-03 13:10:00,22.53338828464013
2024-06-03 13:11:00,22.553986668280647
2024-06-03 13:12:00,22.658973615686424
2024-06-03 13:13:00,22.691487994387455
2024-06-03 13:14:00,22.757973349131692
2024-06-03 13:15:00,22.75429155961091
2024-06-03 13:16:00,22.84517367539845
2024-06-03 13:17:00,22.720137924679943
2024-06-03 13:18:00,22.719762420875924
2024-06-03 13:19:00,22.809406030014475
2024-06-03 13:20:00,22.800426738054913
2024-06-03 13:21:00,22.78382919610495
2024-06-03 13:22:00,22.876187247822582
2024-06-03 13:23:00,22.91265696185994
2024-06-03 13:24:00,22.96500763988681
